Temperature (C),Humidity (%),BMP Temp (C),Pressure (hPa),MQ135 Voltage (V),PM2.5 (µg/m³),PPM (CO2)
32.3,79.0,31.35,1003.42,0.04,1.93,0.15
32.3,79.0,31.35,1003.42,0.03,1.37,0.06
32.3,79.0,31.35,1003.42,0.03,1.41,0.06
32.3,79.0,31.36,1003.42,0.02,1.01,0.02
32.3,79.0,31.36,1003.42,0.04,1.93,0.15
32.3,79.0,31.36,1003.42,0.05,2.5,0.31
32.3,79.0,31.36,1003.41,0.02,0.89,0.02
32.3,79.0,31.36,1003.41,0.04,1.81,0.13
32.3,79.0,31.36,1003.41,0.03,1.41,0.06
32.3,79.0,31.36,1003.42,0.04,2.1,0.19
32.3,79.0,31.36,1003.42,0.02,1.13,0.03
32.3,79.0,31.36,1003.41,0.04,1.97,0.16
32.3,79.0,31.36,1003.42,0.04,2.01,0.17
32.3,79.0,31.36,1003.42,0.04,1.81,0.13
32.3,79.0,31.36,1003.41,0.04,1.97,0.16
32.3,79.0,31.36,1003.42,0.03,1.29,0.05
32.3,79.0,31.36,1003.42,0.03,1.73,0.11
32.3,79.0,31.37,1003.42,0.04,1.93,0.15
32.3,79.0,31.38,1003.42,0.02,1.09,0.03
32.3,79.0,31.38,1003.42,0.01,0.56,0.0
32.3,79.0,31.38,1003.42,0.03,1.41,0.06
32.3,79.0,31.38,1003.42,0.03,1.57,0.09
32.3,79.0,31.38,1003.43,0.04,1.89,0.14
32.3,79.0,31.38,1003.43,0.05,2.58,0.34
32.3,79.0,31.38,1003.43,0.05,2.26,0.23
32.3,79.0,31.38,1003.43,0.03,1.45,0.07
32.3,79.0,31.38,1003.43,0.05,2.3,0.25
32.3,79.0,31.38,1003.44,0.04,1.77,0.12
32.3,79.0,31.38,1003.44,0.02,1.21,0.04
32.3,79.0,31.37,1003.44,0.05,2.66,0.37
32.3,79.0,31.37,1003.44,0.02,0.89,0.02
32.3,79.0,31.37,1003.44,0.03,1.41,0.06
32.3,79.0,31.36,1003.44,0.0,0.0,0.0
32.3,79.0,31.36,1003.44,0.01,0.52,0.0
32.3,79.0,31.36,1003.44,0.03,1.69,0.1
32.2,79.0,31.36,1003.44,0.02,0.89,0.02
32.3,79.0,31.35,1003.44,0.03,1.49,0.07
32.3,79.0,31.35,1003.44,0.03,1.69,0.1
32.3,79.0,31.35,1003.44,0.03,1.73,0.11
32.3,79.0,31.35,1003.45,0.04,1.89,0.14
32.3,79.0,31.35,1003.44,0.02,1.21,0.04
32.3,79.0,31.36,1003.45,0.05,2.46,0.3
32.3,79.0,31.36,1003.45,0.03,1.41,0.06
32.3,79.0,31.36,1003.45,0.04,1.77,0.12
32.3,79.0,31.35,1003.45,0.04,1.93,0.15
32.3,79.0,31.35,1003.45,0.01,0.6,0.01
32.3,79.0,31.35,1003.45,0.04,1.77,0.12
32.3,79.0,31.34,1003.45,0.04,1.85,0.14
32.3,79.0,31.34,1003.46,0.02,1.05,0.03
32.3,79.0,31.34,1003.46,0.03,1.65,0.1
32.3,79.0,31.34,1003.46,0.04,1.93,0.15
32.3,79.0,31.34,1003.47,0.04,1.77,0.12
32.3,79.0,31.34,1003.47,0.04,1.93,0.15
32.3,79.0,31.34,1003.47,0.04,1.85,0.14
32.3,79.0,31.34,1003.47,0.04,1.93,0.15
32.3,79.0,31.34,1003.46,0.0,0.0,0.0
32.3,79.0,31.34,1003.47,0.01,0.68,0.01
32.3,79.0,31.34,1003.47,0.03,1.45,0.07
32.3,79.0,31.35,1003.46,0.02,1.21,0.04
32.3,79.0,31.35,1003.47,0.03,1.33,0.05
32.3,79.0,31.35,1003.47,0.03,1.73,0.11
32.3,79.0,31.36,1003.47,0.04,2.14,0.2
32.3,79.0,31.36,1003.47,0.04,1.81,0.13
32.3,79.0,31.36,1003.47,0.03,1.33,0.05
32.3,79.0,31.37,1003.47,0.03,1.57,0.09
32.3,79.0,31.37,1003.47,0.03,1.49,0.07
32.3,79.0,31.37,1003.47,0.03,1.37,0.06
32.3,79.0,31.36,1003.48,0.03,1.41,0.06
32.3,79.0,31.36,1003.48,0.0,0.0,0.0
32.3,79.0,31.36,1003.48,0.03,1.29,0.05
32.3,79.0,31.36,1003.48,0.03,1.53,0.08
32.3,79.0,31.36,1003.49,0.05,2.74,0.41
32.3,79.0,31.36,1003.48,0.02,1.05,0.03
32.3,79.0,31.36,1003.48,0.03,1.73,0.11
32.3,79.0,31.36,1003.48,0.03,1.65,0.1
32.3,79.0,31.35,1003.49,0.04,1.81,0.13
32.3,79.0,31.35,1003.48,0.05,2.58,0.34
32.2,79.0,31.35,1003.48,0.03,1.45,0.07
32.2,79.0,31.35,1003.49,0.02,1.13,0.03
32.2,79.0,31.36,1003.49,0.01,0.68,0.01
32.2,79.0,31.36,1003.49,0.05,2.26,0.23
32.2,79.0,31.36,1003.49,0.02,1.13,0.03
32.2,79.0,31.36,1003.49,0.02,1.13,0.03
32.2,79.0,31.36,1003.5,0.01,0.64,0.01
32.2,79.0,31.36,1003.5,0.03,1.37,0.06
32.2,79.0,31.36,1003.5,0.03,1.29,0.05
32.2,79.0,31.36,1003.5,0.02,1.17,0.04
32.2,79.0,31.35,1003.51,0.03,1.49,0.07
32.2,79.0,31.35,1003.51,0.03,1.65,0.1
32.2,79.0,31.35,1003.51,0.03,1.29,0.05
32.2,79.0,31.35,1003.52,0.05,2.46,0.3
32.2,79.0,31.34,1003.51,0.03,1.65,0.1
32.2,79.0,31.34,1003.52,0.04,2.05,0.18
32.2,79.0,31.34,1003.52,0.01,0.68,0.01
32.3,79.0,31.34,1003.52,0.05,2.34,0.26
32.2,79.0,31.34,1003.51,0.02,1.17,0.04
32.3,79.0,31.33,1003.52,0.04,2.14,0.2
32.3,79.0,31.33,1003.52,0.05,2.62,0.36
32.3,79.0,31.33,1003.52,0.02,1.01,0.02
32.3,79.0,31.33,1003.52,0.02,1.25,0.04
32.3,79.0,31.33,1003.52,0.03,1.41,0.06
32.3,79.0,31.33,1003.52,0.03,1.69,0.1
32.2,79.0,31.33,1003.52,0.05,2.38,0.27
32.2,79.0,31.33,1003.52,0.04,2.01,0.17
32.2,79.0,31.34,1003.53,0.03,1.73,0.11
32.2,79.0,31.34,1003.54,0.03,1.41,0.06
32.2,79.0,31.34,1003.53,0.03,1.29,0.05
32.2,79.0,31.35,1003.53,0.04,2.14,0.2
32.2,79.0,31.35,1003.54,0.02,0.85,0.02
32.2,79.0,31.35,1003.54,0.05,2.58,0.34
32.2,79.0,31.35,1003.54,0.03,1.29,0.05
32.2,79.0,31.35,1003.54,0.04,1.93,0.15
32.2,79.0,31.36,1003.55,0.03,1.53,0.08
32.2,79.0,31.35,1003.55,0.02,0.89,0.02
32.2,79.0,31.35,1003.55,0.04,1.93,0.15
32.1,79.0,31.35,1003.55,0.02,0.77,0.01
32.2,79.0,31.35,1003.55,0.0,0.0,0.0
32.1,79.0,31.35,1003.55,0.04,1.93,0.15
32.1,79.0,31.35,1003.55,0.02,1.25,0.04
32.1,79.0,31.35,1003.55,0.03,1.65,0.1
32.1,79.0,31.35,1003.55,0.03,1.69,0.1
32.1,79.0,31.36,1003.55,0.03,1.57,0.09
32.1,79.0,31.36,1003.55,0.1,4.79,1.98
32.1,79.0,31.36,1003.55,0.03,1.57,0.09
32.0,79.0,31.36,1003.55,0.03,1.53,0.08
32.0,79.0,31.37,1003.55,0.01,0.64,0.01
32.1,79.0,31.37,1003.55,0.03,1.33,0.05
32.0,79.0,31.37,1003.55,0.03,1.33,0.05
32.0,79.0,31.37,1003.55,0.04,1.81,0.13
32.0,79.0,31.37,1003.55,0.02,1.17,0.04
32.0,79.0,31.37,1003.55,0.04,2.22,0.22
32.0,79.0,31.37,1003.55,0.04,1.93,0.15
32.0,79.0,31.37,1003.55,0.03,1.49,0.07
32.0,79.0,31.37,1003.55,0.03,1.29,0.05
32.0,79.0,31.36,1003.56,0.03,1.29,0.05
32.0,79.0,31.36,1003.56,0.04,1.85,0.14
32.1,79.0,31.36,1003.56,0.04,2.1,0.19
32.0,79.0,31.35,1003.56,0.03,1.29,0.05
32.1,79.0,31.35,1003.56,0.04,2.14,0.2
32.1,79.0,31.35,1003.58,0.04,1.89,0.14
32.1,79.0,31.35,1003.57,0.04,2.22,0.22
32.1,79.0,31.35,1003.57,0.02,1.21,0.04
32.1,79.0,31.35,1003.57,0.03,1.69,0.1
32.1,79.0,31.35,1003.57,0.04,1.93,0.15
32.1,79.0,31.35,1003.57,0.04,2.18,0.21
32.1,79.0,31.35,1003.58,0.04,1.77,0.12
32.2,79.0,31.35,1003.58,0.03,1.53,0.08
32.1,79.0,31.35,1003.59,0.05,2.58,0.34
32.1,79.0,31.35,1003.59,0.04,1.89,0.14
32.2,79.0,31.35,1003.59,0.03,1.69,0.1
32.2,79.0,31.35,1003.6,0.04,1.85,0.14
32.2,79.0,31.35,1003.6,0.03,1.57,0.09
32.2,79.0,31.35,1003.6,0.03,1.57,0.09
32.1,79.0,31.35,1003.6,0.04,1.93,0.15
32.1,79.0,31.35,1003.6,0.04,1.81,0.13
32.2,79.0,31.35,1003.6,0.05,2.46,0.3
32.2,79.0,31.35,1003.61,0.03,1.49,0.07
32.1,79.0,31.35,1003.61,0.04,1.85,0.14
32.2,79.0,31.35,1003.61,0.03,1.29,0.05
32.2,79.0,31.35,1003.61,0.03,1.33,0.05
32.2,79.0,31.35,1003.61,0.04,1.77,0.12
32.2,79.0,31.34,1003.61,0.02,0.89,0.02
32.2,79.0,31.34,1003.61,0.03,1.69,0.1
32.2,79.0,31.34,1003.61,0.04,1.81,0.13
32.2,79.0,31.33,1003.62,0.03,1.69,0.1
32.2,79.0,31.33,1003.62,0.04,1.81,0.13
32.3,79.0,31.33,1003.63,0.04,1.85,0.14
32.3,79.0,31.33,1003.64,0.04,1.93,0.15
32.3,79.0,31.33,1003.64,0.02,1.25,0.04
32.3,79.0,31.33,1003.64,0.03,1.61,0.09
32.3,79.0,31.34,1003.64,0.02,1.13,0.03
32.3,79.0,31.34,1003.64,0.02,0.93,0.02
32.3,79.0,31.34,1003.64,0.04,2.14,0.2
32.3,79.0,31.34,1003.63,0.04,1.93,0.15
32.3,79.0,31.34,1003.63,0.03,1.37,0.06
32.3,79.0,31.34,1003.63,0.03,1.49,0.07
32.3,79.0,31.34,1003.63,0.03,1.33,0.05
32.3,79.0,31.34,1003.63,0.03,1.73,0.11
32.3,79.0,31.34,1003.64,0.04,1.85,0.14
32.3,79.0,31.34,1003.64,0.03,1.33,0.05
32.3,79.0,31.34,1003.65,0.04,1.81,0.13
32.3,79.0,31.34,1003.65,0.03,1.41,0.06
32.3,79.0,31.33,1003.64,0.03,1.53,0.08
32.3,79.0,31.33,1003.64,0.01,0.56,0.0
32.3,79.0,31.33,1003.65,0.04,2.14,0.2
32.3,79.0,31.34,1003.65,0.03,1.33,0.05
32.3,79.0,31.34,1003.65,0.05,2.62,0.36
32.3,79.0,31.33,1003.65,0.03,1.65,0.1
32.3,79.0,31.33,1003.66,0.04,1.93,0.15
32.3,79.0,31.32,1003.66,0.04,2.01,0.17
32.3,79.0,31.32,1003.67,0.04,1.93,0.15
32.3,79.0,31.32,1003.67,0.03,1.57,0.09
32.3,79.0,31.32,1003.67,0.03,1.57,0.09
32.3,79.0,31.31,1003.67,0.03,1.69,0.1
32.3,79.0,31.31,1003.67,0.04,1.93,0.15
32.3,79.0,31.31,1003.67,0.03,1.69,0.1
32.3,79.0,31.31,1003.68,0.02,1.21,0.04
32.3,79.0,31.32,1003.67,0.03,1.49,0.07
32.3,79.0,31.32,1003.68,0.03,1.69,0.1
32.3,79.0,31.32,1003.68,0.0,0.0,0.0
32.3,79.0,31.32,1003.68,0.02,1.21,0.04
32.3,79.0,31.32,1003.69,0.04,1.85,0.14
32.3,79.0,31.32,1003.69,0.03,1.73,0.11
32.3,79.0,31.32,1003.69,0.02,1.13,0.03
32.3,79.0,31.31,1003.69,0.04,1.85,0.14
32.3,79.0,31.31,1003.69,0.03,1.57,0.09
32.3,79.0,31.31,1003.7,0.04,1.89,0.14
32.3,79.0,31.31,1003.7,0.03,1.45,0.07
32.3,79.0,31.32,1003.7,0.05,2.34,0.26
32.3,79.0,31.32,1003.69,0.03,1.41,0.06
32.3,79.0,31.33,1003.69,0.04,1.89,0.14
32.3,79.0,31.33,1003.7,0.04,2.1,0.19
32.3,79.0,31.33,1003.7,0.04,1.97,0.16
32.3,79.0,31.33,1003.7,0.02,1.17,0.04
32.3,79.0,31.34,1003.69,0.05,2.46,0.3
32.3,79.0,31.34,1003.69,0.03,1.41,0.06
32.3,79.0,31.34,1003.7,0.03,1.73,0.11
32.3,79.0,31.34,1003.7,0.05,2.3,0.25
32.3,79.0,31.34,1003.7,0.04,1.93,0.15
32.3,79.0,31.34,1003.69,0.09,4.47,1.62
32.3,79.0,31.35,1003.69,0.04,1.93,0.15
32.3,79.0,31.35,1003.68,0.04,2.22,0.22
32.3,79.0,31.35,1003.68,0.04,1.93,0.15
32.3,79.0,31.35,1003.67,0.03,1.65,0.1
32.3,79.0,31.35,1003.67,0.03,1.69,0.1
32.3,79.0,31.35,1003.67,0.04,1.97,0.16
32.3,79.0,31.36,1003.67,0.04,1.93,0.15
32.3,79.0,31.36,1003.68,0.04,1.85,0.14
32.3,79.0,31.36,1003.68,0.04,1.85,0.14
32.3,79.0,31.36,1003.68,0.02,1.01,0.02
32.3,79.0,31.36,1003.68,0.04,2.05,0.18
32.3,79.0,31.35,1003.68,0.02,1.13,0.03
32.3,79.0,31.35,1003.69,0.04,1.93,0.15
32.3,79.0,31.35,1003.69,0.03,1.41,0.06
32.3,79.0,31.35,1003.7,0.03,1.57,0.09
32.3,79.0,31.34,1003.7,0.02,1.09,0.03
32.3,79.0,31.34,1003.71,0.03,1.41,0.06
32.3,79.0,31.34,1003.71,0.01,0.64,0.01
32.3,79.0,31.34,1003.71,0.03,1.45,0.07
32.3,79.0,31.35,1003.7,0.02,1.21,0.04
32.3,79.0,31.35,1003.71,0.03,1.49,0.07
32.3,79.0,31.34,1003.7,0.03,1.53,0.08
32.3,79.0,31.34,1003.7,0.04,1.93,0.15
32.3,79.0,31.35,1003.7,0.03,1.65,0.1
32.3,79.0,31.35,1003.7,0.03,1.73,0.11
32.3,79.0,31.35,1003.69,0.02,1.17,0.04
32.3,79.0,31.36,1003.69,0.04,1.81,0.13
32.3,79.0,31.37,1003.68,0.04,1.93,0.15
32.3,79.0,31.37,1003.69,0.04,1.81,0.13
32.3,79.0,31.37,1003.68,0.04,2.22,0.22
32.3,79.0,31.38,1003.68,0.05,2.58,0.34
32.3,79.0,31.38,1003.68,0.05,2.34,0.26
32.3,79.0,31.38,1003.68,0.04,2.14,0.2
32.3,79.0,31.38,1003.67,0.04,1.85,0.14
32.3,79.0,31.38,1003.67,0.03,1.29,0.05
32.3,79.0,31.38,1003.68,0.04,1.81,0.13
32.3,79.0,31.38,1003.68,0.05,2.38,0.27
32.3,79.0,31.38,1003.68,0.03,1.73,0.11
32.3,79.0,31.38,1003.68,0.05,2.62,0.36
32.3,79.0,31.37,1003.68,0.03,1.69,0.1
32.3,79.0,31.37,1003.69,0.04,1.93,0.15
32.3,79.0,31.37,1003.69,0.05,2.34,0.26
32.3,79.0,31.36,1003.7,0.04,1.93,0.15
32.3,79.0,31.36,1003.71,0.04,2.01,0.17
32.3,79.0,31.36,1003.72,0.04,1.93,0.15
32.3,79.0,31.36,1003.72,0.03,1.69,0.1
32.3,79.0,31.35,1003.72,0.04,1.85,0.14
32.3,79.0,31.35,1003.72,0.04,1.97,0.16
32.3,79.0,31.35,1003.72,0.04,1.81,0.13
32.3,79.0,31.35,1003.72,0.04,1.81,0.13
32.3,79.0,31.35,1003.72,0.04,1.93,0.15
32.3,79.0,31.35,1003.72,0.05,2.3,0.25
32.3,79.0,31.35,1003.73,0.04,1.93,0.15
32.3,79.0,31.34,1003.73,0.04,1.93,0.15
32.3,79.0,31.34,1003.73,0.03,1.65,0.1
32.3,79.0,31.33,1003.73,0.09,4.51,1.66
32.3,79.0,31.33,1003.72,0.04,1.81,0.13
32.3,79.0,31.33,1003.72,0.04,2.18,0.21
32.3,79.0,31.33,1003.72,0.04,2.14,0.2
32.3,79.0,31.33,1003.73,0.02,1.13,0.03
32.3,79.0,31.33,1003.73,0.04,1.81,0.13
32.3,79.0,31.33,1003.73,0.04,1.81,0.13
32.3,79.0,31.33,1003.73,0.02,1.21,0.04
32.3,79.0,31.33,1003.73,0.04,1.85,0.14
32.3,79.0,31.33,1003.73,0.04,2.14,0.2
32.3,79.0,31.33,1003.73,0.0,0.0,0.0
32.3,79.0,31.33,1003.74,0.04,2.22,0.22
32.3,79.0,31.33,1003.74,0.04,1.97,0.16
32.3,79.0,31.33,1003.74,0.05,2.26,0.23
32.3,79.0,31.33,1003.75,0.05,2.58,0.34
32.3,79.0,31.33,1003.75,0.04,2.01,0.17
32.3,79.0,31.33,1003.75,0.05,2.26,0.23
32.3,79.0,31.33,1003.74,0.04,1.97,0.16
32.3,79.0,31.33,1003.74,0.04,1.89,0.14
32.3,79.0,31.33,1003.73,0.03,1.65,0.1
32.3,79.0,31.33,1003.74,0.04,2.05,0.18
32.3,79.0,31.33,1003.74,0.04,2.18,0.21
32.3,79.0,31.33,1003.74,0.04,1.93,0.15
32.3,79.0,31.33,1003.74,0.05,2.7,0.39
32.3,79.0,31.32,1003.74,0.04,2.05,0.18
32.3,79.0,31.32,1003.74,0.05,2.34,0.26
32.3,79.0,31.32,1003.74,0.05,2.58,0.34
32.3,79.0,31.32,1003.74,0.03,1.57,0.09
32.3,79.0,31.32,1003.74,0.03,1.29,0.05
32.3,79.0,31.32,1003.74,0.04,1.93,0.15
32.3,79.0,31.32,1003.74,0.04,2.14,0.2
32.3,79.0,31.32,1003.75,0.04,1.93,0.15
32.3,79.0,31.33,1003.74,0.05,2.54,0.33
32.3,79.0,31.33,1003.75,0.04,2.05,0.18
32.3,79.0,31.34,1003.75,0.05,2.5,0.31
32.3,79.0,31.34,1003.76,0.05,2.34,0.26
32.3,79.0,31.34,1003.76,0.05,2.42,0.28
32.3,79.0,31.34,1003.76,0.04,1.81,0.13
32.3,79.0,31.34,1003.76,0.04,2.01,0.17
32.3,79.0,31.34,1003.76,0.07,3.75,0.98
32.3,79.0,31.34,1003.76,0.04,2.22,0.22
32.3,79.0,31.34,1003.76,0.05,2.26,0.23
32.3,79.0,31.35,1003.76,0.08,3.91,1.11
32.3,79.0,31.35,1003.77,0.04,2.05,0.18
32.3,79.0,31.35,1003.76,0.04,1.81,0.13
32.3,79.0,31.35,1003.76,0.04,1.93,0.15
32.3,79.0,31.35,1003.76,0.0,0.0,0.0
32.3,79.0,31.35,1003.76,0.03,1.73,0.11
32.3,79.0,31.35,1003.76,0.04,1.97,0.16
32.3,79.0,31.36,1003.76,0.03,1.57,0.09
32.3,79.0,31.36,1003.77,0.04,2.14,0.2
32.3,79.0,31.37,1003.77,0.05,2.58,0.34
32.3,79.0,31.37,1003.76,0.05,2.3,0.25
32.3,79.0,31.37,1003.76,0.03,1.53,0.08
32.3,79.0,31.38,1003.76,0.04,1.97,0.16
32.3,79.0,31.38,1003.76,0.04,1.93,0.15
32.3,79.0,31.38,1003.76,0.04,1.85,0.14
32.3,79.0,31.38,1003.77,0.03,1.53,0.08
32.3,79.0,31.38,1003.76,0.04,1.89,0.14
32.3,79.0,31.37,1003.76,0.03,1.61,0.09
32.3,79.0,31.37,1003.76,0.04,2.18,0.21
32.3,79.0,31.37,1003.76,0.04,1.89,0.14
32.3,79.0,31.36,1003.76,0.04,1.89,0.14
32.3,79.0,31.37,1003.76,0.06,2.82,0.44
32.3,79.0,31.37,1003.76,0.04,1.93,0.15
32.3,79.0,31.37,1003.76,0.04,1.97,0.16
32.3,79.0,31.37,1003.77,0.01,0.6,0.01
32.3,79.0,31.37,1003.77,0.04,2.05,0.18
32.3,79.0,31.37,1003.77,0.05,2.62,0.36
32.3,79.0,31.37,1003.77,0.08,3.95,1.14
32.3,79.0,31.38,1003.77,0.04,2.1,0.19
32.3,79.0,31.38,1003.77,0.04,1.93,0.15
32.3,79.0,31.37,1003.77,0.05,2.58,0.34
32.3,79.0,31.37,1003.77,0.05,2.3,0.25
32.3,79.0,31.36,1003.78,0.04,2.05,0.18
32.3,79.0,31.36,1003.78,0.04,2.05,0.18
32.3,79.0,31.35,1003.78,0.04,1.93,0.15
32.3,79.0,31.36,1003.78,0.03,1.69,0.1
32.3,79.0,31.36,1003.78,0.08,3.99,1.17
32.3,79.0,31.36,1003.78,0.04,2.05,0.18
32.3,79.0,31.36,1003.78,0.04,1.93,0.15
32.3,79.0,31.36,1003.78,0.04,1.97,0.16
32.3,79.0,31.36,1003.77,0.05,2.34,0.26
32.3,79.0,31.37,1003.78,0.04,2.01,0.17
32.3,79.0,31.38,1003.77,0.04,1.81,0.13
32.3,79.0,31.38,1003.78,0.02,0.85,0.02
32.3,79.0,31.38,1003.79,0.05,2.38,0.27
32.3,79.0,31.38,1003.79,0.05,2.3,0.25
32.3,79.0,31.38,1003.79,0.04,1.93,0.15
32.3,79.0,31.39,1003.8,0.04,2.22,0.22
32.3,79.0,31.39,1003.8,0.04,1.77,0.12
32.3,79.0,31.39,1003.79,0.05,2.58,0.34
32.3,79.0,31.4,1003.79,0.05,2.58,0.34
32.3,79.0,31.4,1003.79,0.05,2.58,0.34
32.3,79.0,31.4,1003.79,0.04,1.93,0.15
32.3,79.0,31.4,1003.8,0.04,2.14,0.2
32.3,79.0,31.39,1003.8,0.05,2.58,0.34
32.3,79.0,31.39,1003.8,0.05,2.74,0.41
32.3,79.0,31.39,1003.8,0.04,2.22,0.22
32.3,79.0,31.39,1003.81,0.04,1.97,0.16
32.3,79.0,31.38,1003.81,0.05,2.34,0.26
32.3,79.0,31.38,1003.81,0.02,1.21,0.04
32.3,79.0,31.38,1003.81,0.04,1.93,0.15
32.3,79.0,31.37,1003.81,0.03,1.73,0.11
32.3,79.0,31.37,1003.82,0.05,2.3,0.25
32.3,79.0,31.36,1003.82,0.04,2.22,0.22
32.3,79.0,31.36,1003.82,0.04,1.89,0.14
32.3,79.0,31.36,1003.81,0.03,1.41,0.06
32.3,79.0,31.36,1003.82,0.04,1.85,0.14
32.3,79.0,31.36,1003.82,0.03,1.69,0.1
32.3,79.0,31.37,1003.82,0.04,2.05,0.18
32.3,79.0,31.37,1003.82,0.03,1.69,0.1
32.3,79.0,31.37,1003.82,0.0,0.0,0.0
32.3,79.0,31.37,1003.82,0.04,1.93,0.15
32.3,79.0,31.37,1003.82,0.04,1.97,0.16
32.3,79.0,31.36,1003.82,0.04,2.01,0.17
32.3,79.0,31.37,1003.83,0.04,1.85,0.14
32.3,79.0,31.37,1003.83,0.04,1.93,0.15
32.3,79.0,31.37,1003.83,0.04,2.22,0.22
32.3,79.0,31.37,1003.83,0.04,1.81,0.13
32.3,79.0,31.38,1003.84,0.04,2.18,0.21
32.3,79.0,31.38,1003.84,0.04,2.01,0.17
32.3,79.0,31.38,1003.85,0.04,2.14,0.2
32.3,79.0,31.38,1003.84,0.04,1.89,0.14
32.3,79.0,31.38,1003.85,0.07,3.71,0.95
32.3,79.0,31.38,1003.85,0.04,2.05,0.18
32.3,79.0,31.38,1003.85,0.04,2.01,0.17
32.3,79.0,31.38,1003.85,0.04,2.05,0.18
32.3,79.0,31.38,1003.85,0.03,1.69,0.1
32.3,79.0,31.38,1003.85,0.02,1.05,0.03
32.3,79.0,31.38,1003.85,0.03,1.49,0.07
32.3,79.0,31.38,1003.85,0.04,1.93,0.15
32.3,79.0,31.38,1003.86,0.03,1.73,0.11
32.3,79.0,31.38,1003.86,0.04,2.05,0.18
32.3,79.0,31.39,1003.86,0.04,1.85,0.14
32.3,79.0,31.39,1003.85,0.03,1.73,0.11
32.3,79.0,31.39,1003.86,0.0,0.0,0.0
32.3,79.0,31.39,1003.86,0.04,2.22,0.22
32.3,79.0,31.4,1003.86,0.06,2.82,0.44
32.3,79.0,31.4,1003.87,0.05,2.58,0.34
32.3,79.0,31.41,1003.86,0.03,1.65,0.1
32.3,79.0,31.41,1003.87,0.04,1.93,0.15
32.3,79.0,31.42,1003.87,0.05,2.58,0.34
32.3,79.0,31.42,1003.87,0.05,2.34,0.26
32.3,79.0,31.42,1003.87,0.04,1.85,0.14
32.3,79.0,31.42,1003.87,0.04,2.18,0.21
32.3,79.0,31.42,1003.88,0.04,1.93,0.15
32.3,79.0,31.42,1003.88,0.04,1.85,0.14
32.3,79.0,31.42,1003.88,0.04,1.93,0.15
32.3,79.0,31.42,1003.88,0.04,1.97,0.16
32.3,79.0,31.42,1003.89,0.04,1.93,0.15
32.3,79.0,31.42,1003.89,0.05,2.3,0.25
32.3,79.0,31.42,1003.89,0.04,2.14,0.2
32.3,79.0,31.42,1003.89,0.05,2.34,0.26
32.3,79.0,31.42,1003.89,0.03,1.49,0.07
32.3,79.0,31.41,1003.89,0.03,1.73,0.11
32.3,79.0,31.41,1003.89,0.03,1.37,0.06
32.3,79.0,31.41,1003.89,0.06,3.02,0.53
32.3,79.0,31.41,1003.89,0.04,1.93,0.15
32.3,79.0,31.41,1003.89,0.04,2.01,0.17
32.3,79.0,31.41,1003.89,0.03,1.29,0.05
32.3,79.0,31.41,1003.89,0.01,0.73,0.01
32.3,79.0,31.4,1003.9,0.03,1.29,0.05
32.3,79.0,31.4,1003.9,0.03,1.45,0.07
32.3,79.0,31.4,1003.9,0.03,1.53,0.08
32.3,79.0,31.4,1003.9,0.03,1.57,0.09
32.3,79.0,31.4,1003.9,0.04,1.77,0.12
32.3,79.0,31.39,1003.9,0.02,0.77,0.01
32.3,79.0,31.39,1003.91,0.05,2.5,0.31
32.3,79.0,31.39,1003.9,0.05,2.58,0.34
32.3,79.0,31.39,1003.9,0.04,2.22,0.22
32.3,79.0,31.39,1003.91,0.05,2.3,0.25
32.3,79.0,31.39,1003.9,0.04,2.18,0.21
32.3,79.0,31.39,1003.9,0.04,1.93,0.15
32.3,79.0,31.39,1003.91,0.04,1.77,0.12
32.3,79.0,31.39,1003.91,0.05,2.3,0.25
32.3,79.0,31.4,1003.91,0.04,1.89,0.14
32.3,79.0,31.4,1003.91,0.04,2.18,0.21
32.3,79.0,31.4,1003.91,0.04,1.85,0.14
32.3,79.0,31.41,1003.92,0.07,3.71,0.95
32.3,79.0,31.41,1003.91,0.07,3.42,0.76
32.3,79.0,31.41,1003.91,0.08,3.91,1.11
32.3,79.0,31.41,1003.91,0.04,2.18,0.21
32.3,79.0,31.41,1003.91,0.04,1.93,0.15
32.3,79.0,31.41,1003.91,0.04,1.81,0.13
32.3,79.0,31.41,1003.91,0.04,1.85,0.14
32.3,79.0,31.41,1003.91,0.03,1.65,0.1
32.3,79.0,31.41,1003.92,0.03,1.69,0.1
32.3,79.0,31.41,1003.91,0.05,2.46,0.3
32.3,79.0,31.4,1003.91,0.04,1.89,0.14
32.3,79.0,31.4,1003.91,0.03,1.65,0.1
32.3,79.0,31.4,1003.91,0.04,2.14,0.2
32.3,79.0,31.4,1003.92,0.04,1.93,0.15
32.3,79.0,31.4,1003.92,0.04,1.93,0.15
32.3,79.0,31.4,1003.92,0.03,1.37,0.06
32.3,79.0,31.4,1003.92,0.04,1.93,0.15
32.3,79.0,31.4,1003.92,0.03,1.45,0.07
32.3,79.0,31.39,1003.92,0.05,2.5,0.31
32.3,79.0,31.39,1003.93,0.05,2.38,0.27
32.3,79.0,31.39,1003.93,0.05,2.54,0.33
32.3,79.0,31.38,1003.93,0.04,1.93,0.15
32.3,79.0,31.38,1003.92,0.04,2.18,0.21
32.3,79.0,31.38,1003.93,0.04,1.93,0.15
32.3,79.0,31.38,1003.93,0.04,1.89,0.14
32.3,79.0,31.38,1003.93,0.05,2.38,0.27
